question,link,images,answer,username,userlink
Which temples in India performs tantric practices?,https://www.quora.com/Which-temples-in-India-performs-tantric-practices,https://qph.cf2.quoracdn.net/main-qimg-9b69f3618b0ff122e448bdbc74aee377-lq,Most North Indian temple rituals are conducted according to the Puranas and they are referred to as mandir. In a mandir you do not have to have a specifically consecrated temple priest (dīkṣita arcaka). Anyone from any community men women gender fluid race or caste is entitled to perform puja - with the scantiest amount of training - known as a pūjāri or pūjarinī. All South Indian temples are built managed and have their rituals performed according to the Āgamas/Tantras. In these temples built according to strict rules and measurements of Sacred Architecture the ceremonies can only be performed by special priests - males and brahmins (some non-brahmins are now being trained to serve in the temples.) The priests undergo several years of training in the Tantric rituals as young lads and are then formally initiated into the temple priesthood through maṇḍala dīkṣa rites. Once thus consecrated they take up service in one of ālayas — technical word for a “Tantric” temple. As a clarificatory note for the uninformed; TANTRA simply means tanayati jñānam anena iti tantra. “Tantra is that (system) by which knowledge is spread.” The Saiva and Vaishnava canon of Tantra are called Āgamas and those of the Goddess are referred to as Tantras. Both terms are interchangeable. The Tantrik path is bifurcated into Right-hand Tantra (dakṣinācāra) and Left-hand (vāmācāra - Vamachara - Wikipedia). Right-handed Tantra or more specifically Āgama is patriarchal orthodox conventional and symbolic in its usages and practices and dedicated only to universal well-being. Left-handed Tantra on the other hand is matriarchal heterodox transgressional in practice and inverts and subverts all the “brahminical” norms and structures and social values.Diagram of an Ālaya.,Rami Sivan,https://www.quora.com/profile/Rami-Sivan
Which is the best book on Mahabharata?,https://www.quora.com/Which-is-the-best-book-on-Mahabharata-1,https://qph.cf2.quoracdn.net/main-qimg-4c2c770b485fcda704e34a434424c0fb-pjlq | https://qph.cf2.quoracdn.net/main-qimg-4c2c770b485fcda704e34a434424c0fb-pjlq | https://qph.cf2.quoracdn.net/main-qimg-96eedf94c21c4a48894ebe64c82058a7-pjlq | https://qph.cf2.quoracdn.net/main-qimg-dd8b74f72b455f796ee5c019e52ad6aa-pjlq | https://qph.cf2.quoracdn.net/main-qimg-4e06ca7be12bd97a4aabcb331b090da6-pjlq,There are several choices available for our greatest epic Mahabharata and good chances of getting confused however I would like to differentiate and make it simple. For a genuine follower and a fan of the Mahabharata who wants to know and learn close to reality info or in other words nearer to the authenticity. One must go for the below mentioned book.C Rajgopalachari’s Mahabharata- A must book for an early starter. Anyone who wants to learn about the Mahabharat should buy the book. The price is 250 rupees and it has around 450 pages. The language is simple easy to understand and fast movinContinue ReadingThere are several choices available for our greatest epic Mahabharata and good chances of getting confused however I would like to differentiate and make it simple. For a genuine follower and a fan of the Mahabharata who wants to know and learn close to reality info or in other words nearer to the authenticity. One must go for the below mentioned book.C Rajgopalachari’s Mahabharata- A must book for an early starter. Anyone who wants to learn about the Mahabharat should buy the book. The price is 250 rupees and it has around 450 pages. The language is simple easy to understand and fast moving Once you will read this book your several myths created by the TV serials face book fan groups modern day retelling would break like anything.Once you have gained interim knowledge of the Mahabharata and if you want to be an advanced learner go for:Bibek Debroy’s BORI critical edition Mahabharata- It is available in 10 volumes on Amazon. BORI is name of an institute (under a programme of Indian government which went for decades) which scrutinized all possible available 1259 Mahabharata manuscripts in the Indian subcontinent. They weeded out several interpolations or popular but fake stories. The language is difficult on several instances and it would require huge passion of the reader to go through it. Every volume has nearly 550 pages describing every duel between primer characters with best possible details. For an example one of its volume has three day of Mahabharata war explained in 550 pages. Every volume would cost around 350-450 on Amazon. This would book could be used as reference when two parties are arguing on Mahabharata content.Another book giving a contest to BORI’S Mahabharat is KMG Mahabharat- Kisari Mohan Ganguli’s Mahabharat. This is also an unabridged version means tale with no fictional/unaltered subject. The text of this book is also available on internet as a free domain. Its language is also tough on most of the occasions.Now for people who like reading fiction in the name of Mahabharata or those who perceived that Akbar was like Hrithik as shown in Jodha Akbar movie. Or Ranvir Singh and Shahrukh Khan as showcased in Bajirao Mastani and Asoka respectively were Bollywood lovers nor ferocious warriors could go for this popular category. It includes re-telling or Mahabharata from the lens of one character. Jaya Karna’s wife Palace of illusion and many are all very popular books. The authors have great writing style which suits their agenda and skill set to create entertainment while reading these fiction books in name of re-telling the Mahabharata. Note- they are not at all any where near to authenticity however face book fan clubs continue to take reference from these categories of books/fiction novel to glorify their hero or demean other characters.Honorable mention- If you want your kids to learn about the enchanting knowledge of epics please go for Amar Chitra Katha’s Mahabharat. It has 3 books set which cost around 2000. I have recently bought for my kids and it’s great to generate interest in our rich Hindu culture. Avid Hindi readers can also go for Geeta press’s Mahabharat. Geeta press for years have sold book on subsidized cost to spread awareness on Hindu epics/book.Jai Hind!,Abhishek Singh,https://www.quora.com/profile/Abhishek-Singh-951
Is astrology really worth believing?,https://www.quora.com/Is-astrology-really-worth-believing?no_redirect=1,https://qph.cf2.quoracdn.net/main-qimg-1ee87e4294d1cd8560db4d0a7f1f0d18,"In a word NO.For more information Google planetary precession.The ecliptic or the path of the sun as it's perceived from the revolving Earth passes through the constellations that formed the Zodiac: Aries Taurus Gemini Cancer Leo Virgo Libra Scorpio Sagittarius Capricorn Aquarius and Pisces. Astrologers skip a 13th constellation that also resides on the ecliptic: Ophiuchus. Babylonian astrologers and later the Greeks originally determined Zodiac signs by which constellation the sun was ""in"" on the day you were born. Early astronomers observed the sun traveling through the signs of the Zodiac in the course of one year spending about a month in each. Thus they calculated that each constellation extends 30 degrees across the ecliptic. Ancient astrologers grouped the 12 signs according to the classical elements. The elements represent personality traits and are used in conjunction with the star signs as well as with the position of the sun moon and known planets at the time to determine a horoscope. Fire — Aries Sagittarius Leo (spontaneous and impulsive) Water — Cancer Scorpio Pisces (imaginative and emotional) Air — Libra Aquarius Gemini (quick and animated tendency to intellectualize feelings) Earth — Capricorn Taurus Virgo (quiet and slow reactions slow to change emotionally) However a phenomenon called precession has altered the position of the constellations we see today and has resulted in a shift of the zodiac constellations. Precession and astrology The first day of spring in the Northern Hemisphere was once marked by the zero point of the Zodiac. Astronomers call this the vernal equinox and it occurs as the ecliptic and celestial equator intersect on approximately March 21. Around 600 B.C. the zero point was in Aries and was called the ""first point of Aries."" The constellation Aries encompassed the first 30 degrees of the ecliptic; from 30 to 60 degrees was Taurus; from 60 to 90 degrees was Gemini; and so on for all 12 constellations of the Zodiac. Unbeknownst to the ancient astrologers Earth continually wobbles around its axis in a 25800-year cycle. This wobble — called precession — is caused by the gravitational attraction of the moon on Earth's equatorial bulge. Over the past two-and-a-half millennia this wobble has caused the intersection point between the celestial equator and the ecliptic to move west along the ecliptic by 36 degrees or almost exactly one-tenth of the way around to the border of Pisces and Aquarius. This means that the signs have slipped one-tenth — or almost one whole month — of the way around the sky to the west relative to the stars beyond. For instance those born between March 21 and April 19 consider themselves to be Aries. Today the sun is no longer within the constellation of Aries during much of that period. From March 11 to April 18 the sun is actually in the constellation of Pisces! Wobbly Earth Means Your Horoscope Is Wrong",Alan Low,https://www.quora.com/profile/Alan-Low-4
What are some of the best real life examples of karma?,https://www.quora.com/What-are-some-of-the-best-real-life-examples-of-karma?no_redirect=1,,Last winter when I was travelling by train from home to college this happened: I was travelling in sleeper class with my friend. 3rd seat in our row was unoccupied. The seats in front of us were occupied by an old couple. A guy of mid 20s well dressed came and occupied the empty seat in our row. There came a book seller with a bag of books shouting Any book for Rs.100. This guy took a book from the stack of books read it quietly for 10 minutes (really 10 long minutes). Then returned the book without a single word. That's rude. The bookseller looked annoyed but left without uttering a wordContinue ReadingLast winter when I was travelling by train from home to college this happened: I was travelling in sleeper class with my friend. 3rd seat in our row was unoccupied. The seats in front of us were occupied by an old couple. A guy of mid 20s well dressed came and occupied the empty seat in our row. There came a book seller with a bag of books shouting Any book for Rs.100. This guy took a book from the stack of books read it quietly for 10 minutes (really 10 long minutes). Then returned the book without a single word. That's rude. The bookseller looked annoyed but left without uttering a word. May be that kind of gestures are usual to him. Moments later TC (ticket collector) came asked this guy for ticket. He was travelling with a general ticket!! Then TC took exactly Rs.100 from him left the place. Infact that old couple in front of us were also travelling with a general ticket but TC didn't ask them. well karma  is quite quick at times.,Anand Babu Kamineni,https://www.quora.com/profile/Anand-Babu-Kamineni
Regarding Lord Shiva smoking ganja why does he do it and what are your views on that?,https://www.quora.com/Regarding-Lord-Shiva-smoking-ganja-why-does-he-do-it-and-what-are-your-views-on-that,https://qph.cf2.quoracdn.net/main-qimg-948a9e448a1ce8cdaa101491fba637a5.webp,Jagatpitrau Vande Parvathi Parameshwaram this means that  I bow to you  Parvathi and Shiva the mother and father of this entire Universe ! Why would father of our Universe  ever smoke Ganja ??Shiva is not a Human  to have the 6 bad qualities namely Kaama (lust ) Krodha (anger) moha (desires ) lobha (greediness ) madha(arrogance )and Matsaryam (jealousy). SHIVA is beyond such worldy things and He smoking ganja is ruled out completely !Just because few people who tell themselves as Shiva devotees and smoke Ganja how can you say Shiva takes such drugs ??The real devotees of Shiva never Continue ReadingJagatpitrau Vande Parvathi Parameshwaram this means that  I bow to you  Parvathi and Shiva the mother and father of this entire Universe ! Why would father of our Universe  ever smoke Ganja ??Shiva is not a Human  to have the 6 bad qualities namely Kaama (lust ) Krodha (anger) moha (desires ) lobha (greediness ) madha(arrogance )and Matsaryam (jealousy). SHIVA is beyond such worldy things and He smoking ganja is ruled out completely !Just because few people who tell themselves as Shiva devotees and smoke Ganja how can you say Shiva takes such drugs ??The real devotees of Shiva never do such things !Few people have painted such images of Shiva smoking weed or ganja how can such images be authenticated ?Shiva is the destroyer of all Desires / arrogance / ignorance / lust so Shiva is beyond such worldly things.No one has the right to do Shiv _ ninda ( abusing Shiva ) other than Shiva himself !,Sunitha Parapatla,https://www.quora.com/profile/Sunitha-Parapatla
What are some mind blowing facts about Puri Jagannath temple?,https://www.quora.com/What-are-some-mind-blowing-facts-about-Puri-Jagannath-temple?no_redirect=1,,"These are the tales which my grandparents tell me about Jagannath Temple Puri [ https://www.quora.com/topic/Jagannath-Temple-Puri ] temple.   * There are two ornament holding rooms inside the temple. In one room the ornaments are used during the Suna Besha [ https://en.wikipedia.org/wiki/Suna_Besha ] of lord Jagannath. [ https://en.wikipedia.org/wiki/Jagannath ]  > The gold ornaments are stored at the temple’s treasury known as Bhitaara Bhandaraghara. According to the ""Records of Rights"" the bhandara (store) has 150 gold articles comprising three necklaces of 120 tolas (each tola is equivalent to 11.33980925 grams) weight each limbs (hands and feet) of Jagannatha and Balabhadra made in gold of 818 tolas and 710 tolas weight. Also recorded are decorative crowns of the deities Jagannatha Balabhadra and Subhadra in the order of 610 tolas 434 tolas and 274 tolas in weight. The estimated value of these ornaments is said to run into several million crores. The security of all the jewelry rests with the Temple Police force which is controlled by the Temple Managing Committee. When the jewelry is brought out for decorating the deities in the chariots armed policemen accompany it along with a minimum of 25 storekeepers.  * Nobody opens the other room ever. Few decades over somebody was went inside the room (which was deep and pitch black inside) with a fire in a hand in a bamboo made thing with the help of ropes. After few minutes when the men on the top cou...Access this answer and support the author as a Quora+ subscriberAccess all answers reserved by Soumendrak for Quora+ subscribersAccess exclusive answers from thousands more participating creators in Quora+Browse ad‑free and support creatorsStart free trialLearn more",Soumendrak,https://www.quora.com/profile/Soumendrak
Which religion is called Sanatana dharma? Why? How was it developed?,https://www.quora.com/Which-religion-is-called-Sanatana-dharma-Why-How-was-it-developed,https://qph.cf2.quoracdn.net/main-qimg-c17f4c509a99771ed02e6c802ac459bd-lq | https://qph.cf2.quoracdn.net/main-qimg-c17f4c509a99771ed02e6c802ac459bd-lq | https://qph.cf2.quoracdn.net/main-qimg-4a3f3ac277a619762d06b8926ac3f37c-lq,Those Hindus who follow the Vedas i.e. the Vedic civilization follow Sanatana Dharma. The term originates in their own shastras e.g. Bhagavad Gita Bhagavatam Vedas etc. Sri Krishna refers to it.The followers of that dharma are also variously known by several other names that they self-identified with: Aryas and Arya-putras those who come from Arya-Vartha (greater India) those who hail from Bharatavarsha (again greater India in today’s geographical terms) Bharatiyas (those who hail from the lineage of the rule of Continue ReadingThose Hindus who follow the Vedas i.e. the Vedic civilization follow Sanatana Dharma. The term originates in their own shastras e.g. Bhagavad Gita Bhagavatam Vedas etc. Sri Krishna refers to it.The followers of that dharma are also variously known by several other names that they self-identified with: Aryas and Arya-putras those who come from Arya-Vartha (greater India) those who hail from Bharatavarsha (again greater India in today’s geographical terms) Bharatiyas (those who hail from the lineage of the rule of Bharata) Bramha-Vartha etc. Why do none of these sound like “India”? Because “India” was a name given to us by the Greeks. Our own self-identity is not “India” — it is Bharatiya or any of the names above. In my heart of hearts I am not an Indian — I am a Bharatiya who follows Bharatiya samskriti. The word Hindu is used interchangeably in two ways which confuses a lot of people. Hindu (originally) is a geographical and cultural identifier of “those people beyond the Sindhu-Saraswathy river who share a common culture and common set of spiritual practices” … it was a reference to the Vedic civilization by foreigners i.e. those who traded with us called us ‘Hindu’ due to lack of certain sounds in their spoken language so the people of the Sapta-Sindhu (7 rivers) became Hapta-Hindu. This heterogenous group called Hindus included both Astikas (followers of the Vedas) and Nastikas (those who rejected the Vedas but shared almost everything else). The Astika group above are the people who mostly call themselves “Hindus” today when someone asks what religion are you? For lack of precision and a better way to explain who they are — in reality no one today has a clue about real world history only the manufactured and selective world history that is entirely euro-centric — so going around explaining what I just did is likely to fall on confused/deaf ears and lead to an infinite chain of questions. So “Hindus”.Figure: Sri Adi Shankara (Shankara BhagavadPada) who preserved/revived the ancient dharma which was under threat from various Nastika influences at the time by establishing maThas at the four corners of India all before the age of 32. He had mastered the Vedas and Vedangas at the age of 3 or 4 and by the age of 8 was writing extensive commentaries on advaitam in Samskritam. He is considered the avataara of Lord Shiva himself. He traveled on foot to the four corners of Bharatavarsha to establish the maThas/peethas that would serve as institutions to preserve the Astika sampradayas. Each institution had its own maThadhipathi who was responsible for each portion of Bharat under their guidance/protection. Shankara laid the foundations that would preserve the sanatana dharma for the next 1000 years of continuous onslaught by invasionary forces. This in concert with the continuous avataras (births) of mahapurushas (Sages Munis Siddhas Yogapurushas Bhaktas etc.) in every century from the time of Shankara Bhagavadpada has served to rejuvenate and preserve the momentum of the dharma over several generations and lifetimes preserving the practice of our dharma in its original form through the modern age. Of course under the umbrella of the Astika umbrella there are many darshanas (from ramanujam dvaitam madhvam samkhyam advaitam) each of which have their own peethas and maThadipathis etc. all of whom have contributed in various ways to the preservation of the continuity of the dharma over the millenia. However the Astika marga darshanas (paths) all fall under the umbrella of Sanatana Dharma. The Nastika darshanas do not. Astika means those who accept the Veda pramana (authority/evidence of the Vedas that That [Bramhan][paramatma] exists.). The greatest problem I have in describing these people who have taken birth and saved sanatana dharma over the millenia is in conveying just how extraordinary these individuals were. You are all familiar with the genius of Ramanujan and his importance in the world of mathematics. Imagine the genius of Ramanujan x 1000. Each of these spiritual giants had that big of an impact on the Bharatiya culture over these millenia. They saw and interacted with the devas/devatas they wrote copious philosophical treatises having such extraordinarily deep insights into the nature of reality in the form of the most devotional heart-rending poetry ever written and have revolutionized each generation going back for several thousand years. Incomparable geniuses who had direct realization of the highest truths coming from very different and disparate backgrounds — along the spectrum of paths described by Sanatana Dharma: bhakti karma and jnana margas. Each one of these people moved mountains so to speak. Their works and their legends have made their way into the smallest hamlets and villages in every corner of Bharatavarsha which is what makes this country so spiritually vibrant. People around the world are fascinated by SadhGuru for instance; but they don’t realize or know that we [Sanatana Dharma followers] have had/seen 1000s of such yogis siddhas bhaktas and other mahapurushas spanning generation after generation going back several thousand years. What SadhGuru is saying may sound original unique or different but that’s only because its the first time it is being heard in English. He hails from a very long tradition going back ages and those beings who took birth and had superconscious experiences all left their mark indelibly on this spiritual culture of Bharat. The world endlessly talks about Jesus and Mohammad thinking them to be unique or special in some way. We have had 1000s of spiritual giants (realized men women children) 10s of 1000s of miracles with 1000x more impact than either of those two that have revolutionized our culture for 1000s of years. Your 1 or 2 people with their fairly limited (and non-sensical) ideas hardly make a dent in our consciousness — one of the reasons why Christianity and Islam have failed to take hold in India for the last thousand years and why they never will. Our dharma has always thrived on the living Truth that takes birth time and time again to inject new life and momentum to a very ancient dharma. The difference is that the Abrahamic religions are good at marketing; we are not. I am not here to brag or gloat; what i’m trying to convey to you is that you have no idea that an entire alien race lives and breathes on the same planet as you do and have been for 1000s of years; because in your own self importance you think that you know everything there is to know — i’m telling you — what you know is hardly 1% of our civilizational history and its profound and deep impact. The “Hindu” world is so alien to the rest of these religions that truly it has no equal or comparable anywhere in the world. Indeed it is so humble and silent that it is easy to ignore and overlook — but it is everywhere and yet so silently nowhere. But its impact on this world would be earth-shattering if more widely understood. Rudradhyayam (Sanskrit):from the Bhagavad Gita… यदा यदा हि धर्मस्य ग्लानिर्भवति भारत |अभ्युत्थानमधर्मस्य तदात्मानं सृजाम्यहम् || 7|| yadā yadā hi dharmasya glānir bhavati bhārataabhyutthānam adharmasya tadātmānaṁ sṛijāmyaham Whenever there is a decline in dharma and an increase in adharma O Arjuna at that time I manifest myself on earth to restore the ancient dharma. Complete guided Bhagavad Gita recital:…final song/scene in tamizh depiction of the life of Sri Raghavendra Swami of the Ramanuja sampradaya (note: not Ramanujan - the mathematician):For those curious about the Vedas start with this lecture:   and some facts for the curious…,Satya Vaan,https://www.quora.com/profile/Satya-Vaan
Is it true that according to the Hindus’ holy books Earth is flat?,https://www.quora.com/Is-it-true-that-according-to-the-Hindus-holy-books-Earth-is-flat,,Well this happened or not is debatable but whoever has written varah incarnation of God Vishnu has thought of earth as a round sphere.In sanskrit geography is translated as a ‘भूगोल’. ‘भू’ stands for earth and ‘गोल’ stands for sphere.,Sushil Dombe,https://www.quora.com/profile/Sushil-Dombe
What’s your favorite Ginny Weasley moment?,https://www.quora.com/What-s-your-favorite-Ginny-Weasley-moment,,Book Ginny Moments! ;)Well you seemed too busy to call him a prat so I thought someone should.” Half blood Prince Been kissing PIgwidgeon have you? Or have you got a picture of Auntie Muriel stashed under your pillow? Half blood Prince No you go! I want a word with my dear brother. Half blood Prince I told her you got a Hungarian Horntail. Much more macho. Half blood Prince I am 3 years older than you when you fought You-Know-Who over the Sorcerer’s Stone. Order of the Phoenix You’re not nobody. Half Blood Prince Don’t call her [Luna] that Ron! Half blood Prince Y’know the thing growing up with Fred and GeoContinue ReadingBook Ginny Moments! ;)Well you seemed too busy to call him a prat so I thought someone should.” Half blood Prince Been kissing PIgwidgeon have you? Or have you got a picture of Auntie Muriel stashed under your pillow? Half blood Prince No you go! I want a word with my dear brother. Half blood Prince I told her you got a Hungarian Horntail. Much more macho. Half blood Prince I am 3 years older than you when you fought You-Know-Who over the Sorcerer’s Stone. Order of the Phoenix You’re not nobody. Half Blood Prince Don’t call her [Luna] that Ron! Half blood Prince Y’know the thing growing up with Fred and George makes you think that everything is possible if you got enough nerve. Order of the Phoenix Leave him alone he didn’t want all that! Chamber of Secrets Because – Oh Shut Up Laughing You Two – Because They’ve Both Just Been Turned Down By Girls They Asked To The Ball! Goblet of FireAdding more on 5 upvotes 🙃,Sam Di-Angelo,https://www.quora.com/profile/Sam-Di-Angelo-1
Does Indonesia have Hindu temples?,https://www.quora.com/Does-Indonesia-have-Hindu-temples,https://qph.cf2.quoracdn.net/main-qimg-970501d79c67b1d25a41639dcfaa0ba7-lq | https://qph.cf2.quoracdn.net/main-qimg-90392e145cf5e0630d85ef82c1d9e51b-lq | https://qph.cf2.quoracdn.net/main-qimg-c62089307962f68de088c2a76ffa5e45-lq | https://qph.cf2.quoracdn.net/main-qimg-54776b323943f81aaa82cf18c0fd671e-lq | https://qph.cf2.quoracdn.net/main-qimg-e3b8c4787c57fc36288e587f2e84047b-lq,Yes we have.This is Pura Kesatrya Loka located in Jakarta.This is Pura Agung Wira Satya Bhuana also located in Jakarta.This is Pura Parahyangan Agung Jagakartta in Bogor. It is the second largest Hindu Temple in Indonesia.Since we are talking sizes this is the largest Hindu Temple in Indonesia Pura Besakih located in Bali.Let’s not forget one of the most prominent ancient Hindu Temple Indonesia: Prambanan Temple located In Jogjakarta. It was built in 9th century in honor of 3 chief Hindu Gods (Trimurti) Brahma Vishnu and Shiva. Fiat sapientia praevalet.,Soerja,https://www.quora.com/profile/Soerja-1
What does your name mean?,https://www.quora.com/What-does-your-name-mean-3?no_redirect=1,,My name is ManiMani means diamond in my mother tongue(Telugu). Kanta means throat. My name totally means a person who can utter valuable words. Edit:Manikanda refers to Lord Ayyappan who was born with a bell (Mani) tied around his neck (Kanda). I suppose this is the meaning in Tamil as pointed out by Anushya.,Manikanta Tankala,https://www.quora.com/profile/Manikanta-Tankala
Do any Hindus hold that women can be enlightened like in Mahayana Buddhism and Shwetambar Jainism?,https://www.quora.com/Do-any-Hindus-hold-that-women-can-be-enlightened-like-in-Mahayana-Buddhism-and-Shwetambar-Jainism,,"As I've said before what we now call 'Hinduism' is an umbrella term for several distinct but related religions who were (rather lazily) grouped together for legal and administrative purposes i.e. a federation of religions. While these religions are all based on the common framework of Shruti Smriti and Samhita individual rosters of scriptures vary widely. This is why it is plainly erroneous to judge the attitude of the 'Hindu' purely by studying the mythology. (This is also why I did not merge this question with What are your views on the women's role in the Indian mythology? which I've alreContinue ReadingAs I've said before what we now call 'Hinduism' is an umbrella term for several distinct but related religions who were (rather lazily) grouped together for legal and administrative purposes i.e. a federation of religions. While these religions are all based on the common framework of Shruti Smriti and Samhita individual rosters of scriptures vary widely. This is why it is plainly erroneous to judge the attitude of the 'Hindu' purely by studying the mythology. (This is also why I did not merge this question with What are your views on the women's role in the Indian mythology? which I've already answered.) That said I'd like to make one important observation about the treatment of women in 'Hinduism' viz. A lot of people claim that because we worship female deities and consider all women as aspects of Devi Hinduism is automatically female-friendly. This idea is patently false. Let's take the supposedly ""most celebrated passage about women"" from the Markandeya Purana.Vidyah samastastava Devi vedahStriyah samasta sakala Jagatsu (Chandi XI.6) All lores are your aspects O Devi; Likewise are all women in the world (your aspects) endowed with various attributes.This verse is a textbook example of benevolent sexism and positive stereotyping of underprivileged categories. As many studies (such as The insidious (and ironic) effects of positive stereotypes and The Pain of Positive Stereotypes) have shown and I quote: (positive stereotypes of underprivileged categories) are at once both especially unlikely to arouse skepticism and emotional vigilance while also especially likely to produce antiquated and harmful beliefs towards members of the target  group (compared to both baseline conditions and exposure to negative  stereotypes) including beliefs in the biological (or “natural”)  underpinnings of group differences and ironically the application of  negative stereotypes.Or in simpler words positive stereotypes tend to be more readily accepted and ultimately lead to the propagation of negative stereotypes. As another author has opined: positive stereotypes strip people of their individuality and alienate  them for not meeting the standards that are imposed upon themEven when individual women are praised and worshipped practically all the praise given is of the ""You Are a Credit to Your Race"" and ""Madonna-Whore Complex"" variety.  In the examples quoted by Pradip Gangopadhyay below every single example is built on the assumption that All Women Are Lustful. The lady who wants to remain a woman does so because sexual intercourse is more pleasurable in the female body. The woman who claims to be her own mistress appears to Ashtavakra in the guise of a old but lustful woman who saysThe very deities of wind and fire and water or the other celestials O  regenerate one are not so agreeable to women as the deity of desire.  Verily women are exceedingly fond of sexual congress. Among a thousand  women or perhaps among hundreds of thousands sometimes only one may  be found that is devoted to her husband. When under the influence of  desire they care not for family or father or mother or brother or  husband or sons or husband's brother (but pursue the way that desire  points out). Verily in pursuit of what they consider happiness they  destroy the family (to which they belong by birth or marriage) even as  many queenly rivers eat away the banks that contain them. The Creator  himself had said this quickly marking the faults of women.The Pingala alluded to is a courtesan who ""liberates"" herself by abandoning her legitimate profession (and possibly starving in the process). The Sulabha spoken of is an exception not the rule. Sure all of these may be construed as praise for the individual women but it is given at the expense of an entire gender. As I've mentioned elsewhere every  outspoken heroine from Sita in the Ramayana to the Devi in the Devi  Bhagawata Purana uninamously says the same thing: ""I'm not like the  common woman (प्राकृता). How dare you compare me to the common woman?  Quelle horreur!"" Truth is whether we portray women as being ""more than human"" or ""less than human"" we are essentially saying that they are ""not human"". If anything the religions under the umbrella of Hinduism are more guilty of sexism due to their insistence on Devi worship.",Ishita Roy,https://www.quora.com/profile/Ishita-Roy-9
What is the difference between Goddess Kaali Mata and Goddess Durga Mata?,https://www.quora.com/What-is-the-difference-between-Goddess-Kaali-Mata-and-Goddess-Durga-Mata,https://qsf.cf2.quoracdn.net/-4-images.new_grid.profile_default.png-26-688c79556f251aa0.png | https://qph.cf2.quoracdn.net/main-qimg-b845efc7c0bed8a58661eacd12778a9e,Both are the same Divine Mother only in different forms. Durga is serene blissful and benign mother of her children. It is form which people look upon as their own mother and worship devotionally. Kali on the other hand is mad with rage inebriated and roams about stark naked in the netherworld. She destroys the demons and prevents them from destroying the humankind. In earlier days people were afraid of this frightening demon-like goddess. However with the coming of men like Ramprasad and Sri Ramakrishna the worship of Kali was popularised. Now under their influence many people worship her also as the benign mother. Thanks!,Mousumi Mishra,https://www.quora.com/profile/Mousumi-Mishra-15
Do Christians see Hindus as pagans?,https://www.quora.com/Do-Christians-see-Hindus-as-pagans,,Yes Hinduism would fit the definition of pagan very well. The word “pagan” means a country religion based not on the revelations of prophets but on a cultural tradition going back into the mists of time with many sources and many gods of different natures. Which to me suggests that Hinduism is by far the biggest and most successful pagan religion. Of course the word has dismissive overtones. That is what you get with prophets.,Alec Cawley,https://www.quora.com/profile/Alec-Cawley
How come Goddess Kali is there in every temple of Shani?,https://www.quora.com/How-come-Goddess-Kali-is-there-in-every-temple-of-Shani,,I have never seen Goddess Kali in Shani’s temple. It might be exceptions in few cases. However Virbhadra is there in every temple of Kali.,Pradeep Shukla,https://www.quora.com/profile/Pradeep-Shukla-6
Who invented Sanatana Dharma?,https://www.quora.com/Who-invented-Sanatana-Dharma?no_redirect=1,,NOBODY at all! Sanatana Dharma means the universal law that is the eternal truth. Who invents the truth? Like who invented the universal principle that the sun rises in the east? Nobody! Who invented the universal law of gravity? Nobody! Sanatana Dharma is as fundamental and universally applicable as the law of gravity. It has always been there just like gravity and the sun. There is no founder in the sense of a prophet or saviour. There is founding date either. There is no human CEO in terms of a pope or imam managing the business of how to popularise the religion with an increasing no. of followers through religious conversions brutality preying on the vulnerable and doing a whole lot of irreligious and unethical even tyrannical stuff to serve some political agenda of power hungry governmental set-ups. Sanatan Dharma is there just like the sun is there whether you like sunlight or not. The laws of Sanatana Dharma (like Karma) apply to you whether you like them or not whether you label the language of a Christian or a Jew etc. because they are the universal truth. Even if you like to stay in the air you will certainly be pulled back to the ground because of the law of gravity no matter how high you jump isn’t it? Just apply the same principle for the sake of comprehension to Sanatana Dharma. You don’t need to be baptised or circumcised to follow Sanatana Dharma. If you are born in this Mrityulok (earth) it is because of the law of Sanatana Dharma no matter what anyone tells you. That is simply the universal truth.,Radha,https://www.quora.com/profile/Radha-450
Can you ask a monetary Shaila on Shabbat (shabbat money Judaism protocols)?,https://www.quora.com/Can-you-ask-a-monetary-Shaila-on-Shabbat-shabbat-money-Judaism-protocols,,That depends. If you are in a shiur and studying Gemara dealing with laws pertaining to money then yes. If you are asking concerning an issue with your own business then generally no. It is a slightly grey area but generally sheyles related to business and money are best left for after havdalah.,Shayn M.,https://www.quora.com/profile/Shayn-M-1
