question,link,images,answer,username,userlink
What is the best Telegram channel for the stock market?,https://www.quora.com/What-is-the-best-Telegram-channel-for-the-stock-market-1,https://qsf.cf2.quoracdn.net/-4-images.new_grid.profile_default.png-26-688c79556f251aa0.png,Best channel is eagle … I made losses by trading by my own .. this channel is very helpful for earning and recovering …. Don’t go with my word just try it and trust me you will not try anything .. Link given below of free channel :TelegramMessage in a private group or channel. This link will only work if you are a member.https://t.me/c/1459973127/39952People who are just starting please it’s humble request don’t go anywhere and loose ur capital . It feel very bad . directly join eagle and start earning …,Vikrant Sood,https://www.quora.com/profile/Vikrant-Sood-24
Atheists humor me for a sec. Let's say hypthetically God is real. When you die and God asks why you refused to acknowledge him what will you say?,https://www.quora.com/Atheists-humor-me-for-a-sec-Lets-say-hypthetically-God-is-real-When-you-die-and-God-asks-why-you-refused-to-acknowledge-him-what-will-you-say?no_redirect=1,,"They will say nothing. The difference between a human being and God is so vast that at the judgement “every knee shall bow and every tongue confess that Jesus is Lord"". The difference between the saved and the lost is that the lost will be forced to admit this to their shame (Hell is a place of shame. “Hell as a place of torture"" is fanfic from Dante).",Frank DeMaris,https://www.quora.com/profile/Frank-DeMaris
RelatedCan anybody clear difference in Shiva and Shankar? ,https://www.quora.com/Can-anybody-clear-difference-in-Shiva-and-Shankar?no_redirect=1,https://qph.cf2.quoracdn.net/main-qimg-658dc6af37ab9f8babc930985d102c7b-lq | https://qph.cf2.quoracdn.net/main-qimg-679f55296943ce99dacebfc4a17838df-lq | https://qph.cf2.quoracdn.net/main-qimg-075cbb624dcb8c78a2371823519acdba-lq | https://qph.cf2.quoracdn.net/main-qimg-fd17e335dcbcbcbee912e2adc92ce3cd-lq | https://qph.cf2.quoracdn.net/main-qimg-361b86a9afacb76e9b20999f7e6721d5-lq | https://qph.cf2.quoracdn.net/main-qimg-dc4767a8f8707e40eef5b4ec8910894b-lq | https://qph.cf2.quoracdn.net/main-qimg-156f94929ad73811afa5390edb076e63-lq | https://qph.cf2.quoracdn.net/main-qimg-cba8cc75e520c2e069b6a733e4bd4f99-lq | https://qph.cf2.quoracdn.net/main-qimg-ee23b560aecde952a604affecadd4ead-lq | https://qph.cf2.quoracdn.net/main-qimg-3a2d92551a1f47bfc9ff0a448f998071-lq | https://qph.cf2.quoracdn.net/main-qimg-0ae8009ad3fae2a31806bef63f76f115-lq,Shankar has blue skin and Shiva has White skin. Jokes apart Neelkanth (God with Blue Throat) is Shankar who is Shiva himself. Lord Shiva/Shankar/Rudra does not have a blue skin but he has Blue Throat because he drank the deadly Halahal Poison. What is the difference between Vishnu and Narayan? The difference between Parvati and Gauri. There is no difference between Vishnu and Narayan.. Similarly there's no difference between Shiva and Shankar. Shiva is basically everything.. whether it is formless or physical. Shankar is actually the physical form of Shiva. These are two different names of thContinue ReadingShankar has blue skin and Shiva has White skin. Jokes apart Neelkanth (God with Blue Throat) is Shankar who is Shiva himself. Lord Shiva/Shankar/Rudra does not have a blue skin but he has Blue Throat because he drank the deadly Halahal Poison. What is the difference between Vishnu and Narayan? The difference between Parvati and Gauri. There is no difference between Vishnu and Narayan.. Similarly there's no difference between Shiva and Shankar. Shiva is basically everything.. whether it is formless or physical. Shankar is actually the physical form of Shiva. These are two different names of the same God.. So whether you say Shiva or Shankar it doesn't matter. There is no difference between Shiva and Shankar.. However the Vedic God Rudra (God of storms and Death) is a manifestation of Lord Shiva. He is not different from Shiva he is associated with Lord Shiva/ Shankar because he is the qualities of Shiva.. He is destructive aspect of destroyer Lord Shiva. Lord Shiva is the source of Vedic God Rudra.. Shiva is Bholenath his wrathful manifestation is Rudra. Rudra’s wife is Rudrani (Parvati ji’s manifestation). Shiv Shankar is unborn and Shankar is another name of Shiva just like Mahadev Bholenath Maha Rudra Maheshwar Mahakaal etc.          Har Har Mahadev 🙏,Indian,https://www.quora.com/profile/Indian-855
RelatedWill Hanuman show his presence when you recite Sunderkand in Hindi?,https://www.quora.com/Will-Hanuman-show-his-presence-when-you-recite-Sunderkand-in-Hindi,https://qph.cf2.quoracdn.net/main-qimg-52159798ff1b75335e043aff3f66d34c-lq | https://qph.cf2.quoracdn.net/main-qimg-2ad9c7161316ad1f07945febd32af3c5-lq | https://qph.cf2.quoracdn.net/main-qimg-63805241ede374301128e208778692d2-lq | https://qph.cf2.quoracdn.net/main-qimg-37fd0f673f5caddde98cd441ae309ee7-lq,"Jai Shri RamA request :He is a God he lives on here just for your sake so I just request you to address him as lord Hanuman. Yes He will be right by your side and this is equally valid for all The Hyms Mantras and Strotas of Lord Hanuman. Infact if you’re his devotee then he’ll always be by your side. It may happen that you forget him but He has such a kind and caring nature that he wont forget to look after you.I’ll narrate a tale regarding the power of sunderkand which I heard Some time ago :Once in a village( I ain’t able to recall the name) There lived a learned Brahman who was a great devotee of Lord Hanuman. He had mastered many books such as Veds Epics etc and He used to recite the sunderkand on a daily basis. He even used to organize sunderkand paath in the village many a times conveying everyone the message of Shri Ram and Lord Hanuman. There in that same village Lived a tantrik who had Mastered extremely powerful Tantra vidya and used to trouble the people a lot and he even Killed a few people with the help of his black magic. So it happened one day these two crossed path and had a huge fight where the tantrik threatened to kill the Brahmin but the Brahmin Rebuked him. At the end of the Verbal war The Tantrik vowed that the Brahmin wont See the next day’s sunrise and the Brahmin shrugged it off and accepted the challenge. The people told the Brahmin that The Tantrik has gained various powerful siddhis and he will surely.kill him. Nevertheless The Brahmin went home Telling everyone that He’ll be fine. But obviously human nature played here and the Brahmin was worried about the Powers of the Tantrik and his threats. But such a great devotee of Lord Hanuman he was that he didn’t emphasized much and straightway went to his home. At night after around 9 after having a bath and dinner he sat down and began the recitation of sunderkand. Meanwhile the tantrik began his ritual in the Graveyardsummoned evil spirits and sent them after the Brahmin.But none of the spirits were able to enter the Brahmin's homeas the sunderkand Recitation created an invisible armour around the Brahmin's house. The spirits tried their best and banged a lot on the door but no vail. The brahmin realized something was wrong but payed no heed. After some time The Brahmin began hearing loud screams from outside his home premises as if someone was beating up the evil spirits. These happened for a few moments and then dead silence of the night prevailed. The brahmin continued his sunderkand recitation till 5am next morning performed aarti and went to sleep.He woke up at around 10am and went outside to check out the scenario. He enquired about the Tantrikand what he heard was shocking : “dont you know what happened last night? The tantrik died in the Graveyard and the ones who killed him were his own evil spirits"" The Brahmin was shocked. He then realised everything that happened the screaming sounds he heard were none other but that of the evil spirits and the one who was beating them up was Lord Hanuman. The spirits became so frightened that they reversed their direction and killed their own master. The brahmin thanked lord Hanuman for saving his life.So you see this is what the Bhakti of lord Hanuman is capable of Not even the most powerful evil entities can harm you if you are a devotee of Lord Hanuman!!~TheRamBhakt",Daśanāmi Vaiṣṇava,https://www.quora.com/profile/Da%C5%9Ban%C4%81mi-Vai%E1%B9%A3%E1%B9%87ava
RelatedIs it possible for me to convert to Judaism? I know it’s difficult but I want to marry my girlfriend who's Jewish and I want us to have a unified family. I also believe closer to Judaism’s view of Monotheism. Which rabbi can I speak to?,https://www.quora.com/Is-it-possible-for-me-to-convert-to-Judaism-I-know-it-s-difficult-but-I-want-to-marry-my-girlfriend-whos-Jewish-and-I-want-us-to-have-a-unified-family-I-also-believe-closer-to-Judaism-s-view-of-Monotheism-Which,,Is it possible for me to convert to Judaism? I know it’s difficult but I want to marry my girlfriend who's Jewish and I want us to have a unified family. I also believe closer to Judaism’s view of Monotheism. Which rabbi can I speak to?Here are my thoughts:Ask her what she wants. If she doesn’t care maybe you don’t need to worry about it. According to Jewish law your children with her will be Jewish even if you don’t convert. You can still attend synagogue with your family and learn Hebrew the prayers the holidays etc.If you still want to convert you should probably convert to the same branch your girlfriend is. You would just call your local synagogue and find out if they have a conversion program. It’s usually at least 1 year or more of study and living the Jewish calendar year and you’ll be expected to learn to read Hebrew and if you’re not already circumcised that will also be an expectation. Even if you are already circumcised there is still a very easy ritual that will need to be done called hatafat dam brit.,Adam Reisman,https://www.quora.com/profile/Adam-Reisman
RelatedWhat attracts you the most towards Sanatan Dharma (Hinduism)?,https://www.quora.com/What-attracts-you-the-most-towards-Sanatan-Dharma-Hinduism,https://qph.cf2.quoracdn.net/main-qimg-0094f7929bb885f84664b51492661372-lq | https://qph.cf2.quoracdn.net/main-qimg-5865aadbc41d4bdf009b4f69a16230a7-lq | https://qph.cf2.quoracdn.net/main-qimg-d20bba95fcf3bf834f718040cb14b45d-lq | https://qph.cf2.quoracdn.net/main-qimg-bb4a1f313328229fd1e6ac6a5679f042-lq | https://qph.cf2.quoracdn.net/main-qimg-857e9a1287ebff8e327e0d2395c88e6b,As someone born into an Muslim family & an Indian one..here's my take :- No rigid belief system. It includes everything from Atheism to Pantheism. Truly all inclusive. Anyone who came here as a migrant or a refugee lived here peacefully & prospered. We were the only ones to give refuge to Jews. Unlike some “peaceful religions”. Focus on practical meditative techniques which can make you a better & person instead of just few words with punishment of hell & rewards of heaven. Values all Life not just Humans. Richness of culture :- It's got a incredible amount of diversity in this aspect so I'll just focus on my Telugu states. Ugadi :- Telugu new year Ugadi muggulu(designs) drawn in front of the house.Ugadi pachadi(pickel).. 6 tastes at the same time. Yummmm!!! Bathukamma :- A festival for women. Involves a lot of dancing & flowers.Etc. Then there's the usual.. Diwali :- Festival of lights celebrating the love of a beautiful couple. A husband's love for his wife & their people celebrating the return of their Queen.Holi :- Festival of colors celebrating a Child being saved from his own family.And a lot more.. Mind you it can be a faith but not a Religion as that would include commandments heaven hell etc. You can select a God/goddess and make it your personal/family diety or believe him/her to be the Supreme diety who created the universe. You'll get the Solace you'll need as that is the purpose of religion isn't it?!! P.S. I consider myself a spiritual seeker & a Hindu by geography. I'm not a muslim.,Hamed Hussain (జీషాన్),https://www.quora.com/profile/Hamed-Hussain-%E0%B0%9C%E0%B1%80%E0%B0%B7%E0%B0%BE%E0%B0%A8%E0%B1%8D
Who is the Hindu goddess of fertility and love?,https://www.quora.com/Who-is-the-Hindu-goddess-of-fertility-and-love,https://qph.cf2.quoracdn.net/main-qimg-57b286f5f0e22b1108c08d4bf6af0c45-lq | https://qph.cf2.quoracdn.net/main-qimg-f1deff73714537f99f474a4cbfe88fcc-lq,The main Hindu Goddess of fertility and love is Parvati. As a Goddess of fertility She is especially called Bhavani or Kamakshi.Lakshmi is also a major Hindu Goddess of fertility and love.,Devala Rees,https://www.quora.com/profile/Devala-Rees
RelatedWhy are only Hindus allowed inside some temples like the Puri Jagannath Temple Madurai Temple Tirupati etc.?,https://www.quora.com/Why-are-only-Hindus-allowed-inside-some-temples-like-the-Puri-Jagannath-Temple-Madurai-Temple-Tirupati-etc?no_redirect=1,https://qsf.cf2.quoracdn.net/-4-images.new_grid.profile_default.png-26-688c79556f251aa0.png,"Why are only Hindus allowed inside some temples like the Puri Jagannath Temple Madurai Temple Tirupati etc.? This is one of the question that vexes society. In one sense I do not like non-Hindus to visit temples because their motive is not worship they come to gawk at what is exotic to them and take a flurry of pictures.  I was recently in Arunachala and there a group of women were lighting multiple lamps in a single plate and were doing aradhana at a shrine. Then comes along a white lady with her camera and start taking pictures the ladies got distracted and started posing for the cameraContinue ReadingWhy are only Hindus allowed inside some temples like the Puri Jagannath Temple Madurai Temple Tirupati etc.? This is one of the question that vexes society. In one sense I do not like non-Hindus to visit temples because their motive is not worship they come to gawk at what is exotic to them and take a flurry of pictures.  I was recently in Arunachala and there a group of women were lighting multiple lamps in a single plate and were doing aradhana at a shrine. Then comes along a white lady with her camera and start taking pictures the ladies got distracted and started posing for the camera to the end that the white women was directing them on how to stand to get the best light etc. And in the meantime bhava was lost. Who is to blame here? But then there is no guarantee that every Hindu who visits a temple has similar devotion. Nor is that all non-Hindus come to gawk as tourists. So it is a call the temples have to make there is no perfect solution to such.  In my opinion given my experience of Abrahamic religions where they think to pray to ""idols"" is bizarre and exotic. I rather fall on the other side of the line that they should not be allowed to visit the Shrines. A Hindu can visit a Church or a Mosque for a simple reason that a Hindu does not consider such a worship as pagan heathen or mushrik. The Hindu does not stand in judgement. But Abrahamics do stand in judgement upon other religions. I do not want to invite someone to my home knowing that their motives are thus. And I don't want my heritage to be gawked at or our practices - as though we are performing monkeys in a circus act. Sure there will be exceptions to this but it is near impossible to verify. So for now I think it is better policy to keep them away.  Be it USCIRF or people like Jeffery Kripal trusting them and giving them access has turned out to be a bad choice for us. For they end up demeaning what we value.  We should stop being suckers for the ""white person's opinion"" we are proud that they appreciate our art heritage etc. But every time this has lead to that particular art or custom being stripped of its dharmic moorings and marketed as a ""secularized"" exotic product and slowly appropriated. I know it is not intuitive for us to be suspicious. But it is better we learn from History.",Raghu Bhaskaran,https://www.quora.com/profile/Raghu-Bhaskaran
What is origin of lord Shiva?,https://www.quora.com/What-is-origin-of-lord-Shiva,,There is a very interesting story behind the birth of Lord Shiva. One day Brahma and Vishnu were both arguing about which of them was more powerful. Right then one great blazing pillar appeared whose roots and branches extended into the earth and sky beyond view. Both Brahma and Vishnu set out to locate the start and end of that pillar. Brahma turned into a goose and flew up to find the top of the pillar while Vishnu turned into a boar and dug into the earth to look for its roots. After their unsuccessful attempt both came back to find Lord Shiva emerging from an opening in the pillar. RContinue ReadingThere is a very interesting story behind the birth of Lord Shiva. One day Brahma and Vishnu were both arguing about which of them was more powerful. Right then one great blazing pillar appeared whose roots and branches extended into the earth and sky beyond view. Both Brahma and Vishnu set out to locate the start and end of that pillar. Brahma turned into a goose and flew up to find the top of the pillar while Vishnu turned into a boar and dug into the earth to look for its roots. After their unsuccessful attempt both came back to find Lord Shiva emerging from an opening in the pillar. Recognising Shiva’s great power they both accepted that besides them there was a third power ruling over the universe.,Akshay Krishna,https://www.quora.com/profile/Akshay-Krishna-24
RelatedDid Lord Shiva ever praise Lord Vishnu?,https://www.quora.com/Did-Lord-Shiva-ever-praise-Lord-Vishnu,,Yes Lord Shiva had many times praised Lord Vishnu! Lord Vishnu many times worshiped Lord Shiva during his Incarnations! Once Goddess Parvathi enquires Lord Shiva about Vishnu Sahasranama for which Shiva suggests the easiest way to attain Lord Vishnu! “Sri Rama Rama Rameti Rame Rame Manorame; Sahasrenama tattulyam Rama Nama Varanane” Lord Shiva addressed Devi PArvati I chant the holy name of Rama Rama Rama and thus constantly enjoy this beautiful sound. This holy name of Ramacandra is equal to one thousand holy names of Lord Vishnu. There are many legends when Lord Parashurama worshiped Lord ShContinue ReadingYes Lord Shiva had many times praised Lord Vishnu! Lord Vishnu many times worshiped Lord Shiva during his Incarnations! Once Goddess Parvathi enquires Lord Shiva about Vishnu Sahasranama for which Shiva suggests the easiest way to attain Lord Vishnu! “Sri Rama Rama Rameti Rame Rame Manorame; Sahasrenama tattulyam Rama Nama Varanane” Lord Shiva addressed Devi PArvati I chant the holy name of Rama Rama Rama and thus constantly enjoy this beautiful sound. This holy name of Ramacandra is equal to one thousand holy names of Lord Vishnu. There are many legends when Lord Parashurama worshiped Lord Shiva to obtain Axe. Lord Vishnu also worshiped to Lord Shiva to obtain Sudarshan Chakra. Shivaya Vishnu roopaya Shiva roopaya vishnuve Shivasya Hridayam Vishnu Vishnoscha Hridayam Shivaha Yathantaram na pashyami,Shreyas Narasimhan,https://www.quora.com/profile/Shreyas-Narasimhan-2
RelatedAccording to Mahabharata by whom was Duryodhana's son Lakshman slaughtered during the war?,https://www.quora.com/According-to-Mahabharata-by-whom-was-Duryodhanas-son-Lakshman-slaughtered-during-the-war,https://qph.cf2.quoracdn.net/main-qimg-2734216c20d3bd964a7ff423b5ef7a96-lq | https://qph.cf2.quoracdn.net/main-qimg-2734216c20d3bd964a7ff423b5ef7a96-lq,Lakshman was slaughtered by Arjun son Abhimanyu .This is the reason why Duryodhana killed him with the help of other warriors in chakrviyua mercilessly. Another interesting fact is Lakshman was supposed to get married to Balram daughter whom Ghatotckach had abducted for Abhimanyu.They both loved eachother.Continue ReadingLakshman was slaughtered by Arjun son Abhimanyu .This is the reason why Duryodhana killed him with the help of other warriors in chakrviyua mercilessly. Another interesting fact is Lakshman was supposed to get married to Balram daughter whom Ghatotckach had abducted for Abhimanyu.They both loved eachother.,Shweta Singh,https://www.quora.com/profile/Shweta-Singh-1146
RelatedWhy did ancient people build Lord Shiva’s temple on hills and forsaken places?,https://www.quora.com/Why-did-ancient-people-build-Lord-Shiva-s-temple-on-hills-and-forsaken-places,,Hill tops are considered as highly spiritual places so no questions on that (actually there are not many Siva temples on top of hill tops). Forsaken places: I am not sure if they were really forsaken places when they were built. As time progresses people have different priorities. We forsake such places and migrate to other places in search of better life. Whoever built the temple wouldn’t have imagined such a future.,P. R. Sivakumar,https://www.quora.com/profile/P-R-Sivakumar-1
RelatedAccording to Hindu scriputures what is religion?,https://www.quora.com/According-to-Hindu-scriputures-what-is-religion?no_redirect=1,https://qph.cf2.quoracdn.net/main-qimg-ac0436e750c8413ccb75d23178d79221-lq,The Hindu Scriptures like the Jain and Buddhist Scriptures only talk about DHARMA. Dharma is often translated as “religion” but it is an inadequate term. Dharma is a very complex topic but is generally defined as:–dhāraṇād dharma ityāhuḥ dharmo dhārayate prajāḥ | ya syād dhāraṇa samyuktaḥ sa dharma iti niścayaḥ || The word Dharma is derived from dhāraṇa or sustenance; Dharma sustains society. That which has the capacity to sustain is indeed Dharma. (M.B. Karna Parva 69:58Dharma is what differentiates humans from animals - both of which are sentient beings and thus emanations of the Divine.āhāra Continue ReadingThe Hindu Scriptures like the Jain and Buddhist Scriptures only talk about DHARMA. Dharma is often translated as “religion” but it is an inadequate term. Dharma is a very complex topic but is generally defined as:–dhāraṇād dharma ityāhuḥ dharmo dhārayate prajāḥ | ya syād dhāraṇa samyuktaḥ sa dharma iti niścayaḥ || The word Dharma is derived from dhāraṇa or sustenance; Dharma sustains society. That which has the capacity to sustain is indeed Dharma. (M.B. Karna Parva 69:58Dharma is what differentiates humans from animals - both of which are sentient beings and thus emanations of the Divine.āhāra nidrā bhaya maithunaṃ ca sāmānyam etat paśubhir narāṇām | Dharmo hi teṣān adhiko viśeṣo Dharmeṇa hīnāḥ paśubhiḥ samānāḥ || Eating sleep fear and procreation are common to both animals and humans Dharma alone is specific to humans without Dharma they are equal to animals. (hitopadesha)Dharma has 12 components; 6 relating to self development and 6 relating to relationship with “others” — 1. Purity (saucham) — The first requisite of Dharma and the foundation is the cultivation of a pure and healthy body and hence a pure and healthy mind. It is incumbent upon the Hindu to bathe twice a day or at least every morning and maintain good hygiene. The rules of purity are quite complex and cover everything from physical hygiene and eating to ritual purification after such occasions as death and birth. 2. Sacrifice (yajña) — worship of God through the rituals that are prescribed in the various sacred texts (ie. Vedas and Agamas) 3. Austerity (tapah) — refers to simple living and the practice of meditation. 4. Self discipline (damah) — one should strive to control one's desires and behaviour avoid excesses and cultivate self- discipline which is the basis of civilisation. 5. Study (svadhyaya) — this concept refers to the Study of philosophy (investigation into the Truth) as well as self-study or introspection self analysis and cultivation of insight into one's true Self. 6. Contentment (shanti) — development of a peaceful disposition; being content with little and accepting whatever comes to one; be it pleasant or unpleasant with equanimity. 7. Non-violence (Ahimsa) — one should refrain from causing any injury to other living beings through word deed or thought. The premise is that the ātman (Self) in all beings is the same and therefore one should treat all other beings with the utmost compassion as one should deal with oneself. 8. Truth (satyam) — practice of truth in speech and harmony in action at all times. One should speak only that which is true and agreeable one should not needlessly say things that are hurtful even though they may be the truth. One's actions should be in concordance with what one professes. The practice of truth includes in it such virtues as straightforwardness frankness absence of deviousness and malice and so forth. 9. Charity (danam) — this has a twofold reference; one is the giving of charity to the needy as well as social works for the benefit of society as a whole. The other reference is to the gift of fearlessness to all creatures through cultivation of complete non-injury (ahimsa ) to any being in word deed or thought. 10. Non stealing (asteya) — one should refrain from taking anything that is not given. 11. Forgiveness (kshama) — and forbearance which comes from the cultivation of loving kindness to all beings. 12. Veneration for elders (gurusevana) — the term guru (preceptor) covers the parents elders and all those who teach something however insignificant it may be.,Rami Sivan,https://www.quora.com/profile/Rami-Sivan
I'm Hindu and I'd like to add some pictures of Radha Krishna. Is that a good idea considering I change in my room and listen to explicit music?,https://www.quora.com/Im-Hindu-and-Id-like-to-add-some-pictures-of-Radha-Krishna-Is-that-a-good-idea-considering-I-change-in-my-room-and-listen-to-explicit-music,https://qph.cf2.quoracdn.net/main-qimg-1a593b3eb838dd5b7649ca3b01d0bf42-lq | https://qph.cf2.quoracdn.net/main-qimg-4ce408b9ce75b897c2a6a16d723267b5-lq | https://qph.cf2.quoracdn.net/main-qimg-1a593b3eb838dd5b7649ca3b01d0bf42-lq | https://qph.cf2.quoracdn.net/main-qimg-4ce408b9ce75b897c2a6a16d723267b5-lq,Jai Shri Krishna!!🙏🙏🙏Your question makes me surprised…😮 Why do you have such a big misconception?🤔 Are you telling “Bhaktavatsal Bhagwan Shri Krishna” as the one who doesn't listen to us???🙏He is always in your heart mind and soul… So you don't need to tell him anything…❤ He feels all our emotions…🙂 He is happy when something good happens for us… He cries when we are in a bad situation… He guides us just like conscience in our actions and mistakes… He is with us forever…😊Even if you feel that he isn't with you chant his name with his beautiful idol in your puja room or any proper place it Continue ReadingJai Shri Krishna!!🙏🙏🙏Your question makes me surprised…😮 Why do you have such a big misconception?🤔 Are you telling “Bhaktavatsal Bhagwan Shri Krishna” as the one who doesn't listen to us???🙏He is always in your heart mind and soul… So you don't need to tell him anything…❤ He feels all our emotions…🙂 He is happy when something good happens for us… He cries when we are in a bad situation… He guides us just like conscience in our actions and mistakes… He is with us forever…😊Even if you feel that he isn't with you chant his name with his beautiful idol in your puja room or any proper place it gives you positive vibes and you will find the solution for any problem…😀 I guess you expect him to tell you always “I am listening whatever you are telling my child…” It's not necessary…😄 Even he has many tasks of protecting people who may need him more… It doesn't mean that he left you…🙂 Even if you don't get a solution after telling him your problem just wait… He will surely lift you from the ‘thorn bed’ one day he doesn't leave you just like that…🙂 Believe in him it will permanently erase all the doubts you have on him… That's exactly the true path of devotion…🙏 We cannot be his perfect devotee but we can pray to him and not blame him for things that's the best way to live…🙂 He is listening to you don't make misconceptions and doubt him… He will surely help and guide you…Jai Shri Krishna!! Jai Shri Ram!!~Hamsha…👑,Hamsha,https://www.quora.com/profile/Hamsha-2
RelatedHow can I become a millionaire before a year?,https://www.quora.com/How-can-I-become-a-millionaire-before-a-year?no_redirect=1,https://qph.cf2.quoracdn.net/main-qimg-83c3889d4194f683cb5b4946d05aee3f | https://qph.cf2.quoracdn.net/main-qimg-83c3889d4194f683cb5b4946d05aee3f | https://qph.cf2.quoracdn.net/main-qimg-ad5adf9d48336fba0bd06f525aea0de3 | https://qph.cf2.quoracdn.net/main-qimg-1a74507965046020963eb2314ae24fde,Maybe you could be the first to manufacture real perpetual motion? HOW TO BUILD EXAMPLESABOVE: ESCHER MACHINE (Experiments between 2014 and 2021) ‘Escher’ design. Build a specific angle directed upwards at about 1.1 degrees serving as a wedge with a ball positioned over the wedge rolling against a backboard angled at about 45 degrees with the rail for the wedge angled a particular way on the board and the board rotated slightly in such a way where if the board is square the far side is elevated significantly but the near side is also elevated slightly but not as much and the near side of tContinue ReadingMaybe you could be the first to manufacture real perpetual motion? HOW TO BUILD EXAMPLESABOVE: ESCHER MACHINE (Experiments between 2014 and 2021) ‘Escher’ design. Build a specific angle directed upwards at about 1.1 degrees serving as a wedge with a ball positioned over the wedge rolling against a backboard angled at about 45 degrees with the rail for the wedge angled a particular way on the board and the board rotated slightly in such a way where if the board is square the far side is elevated significantly but the near side is also elevated slightly but not as much and the near side of the board at the top is angled upwards compared to the far side of the top of the board so far as is possible. If you can figure out how to build these modularly it is designed to be a perpetual motion machine. These might sell for $1000000 each if they work to loop the ball on it’s own power in a circle.ABOVE: SWIVEL LEVER DEVICE (Experiment from 2018 - 2019) Swivel lever device. A counterweight is placed on the short end of a lever with the long end in a 2:1 ratio with the short end. A small basket is placed slightly inside the tip of the long end so that when a ball is moved very slightly diagonally upwards by the counterweight the ball is deflected by a panel or wedge inwards towards the basket. When the counterweight is approximately >2X - < 3X the mass of the ball (or in practice very close to 2.5X to slightly more) then once the ball reaches the basket it will lift the counterweight as the ball moves downwards diagonally with the lever following the same path backwards. With enough energy if the track is shallow enough the ball may be deflected perhaps due to only slight inward and outward motion to return to the beginning of the track where the same process will (or is designed to) repeat. These are designed to work as a perpetual motion machine as one unit and thus might sell for $1000000 if the loop repeats.(ABOVE: CAT-TRAP Experiment from December 3 2021) Cat-Trap or Modular Lever. Build a very shallow lever in about a 1.5: 1 ratio with the far end having a slightly inward-angled lightweight board. Build several of these in loop with each unit having a deflection just above the hinge of the lever. Each lever will have a >1.75X to <2.5X counterweight measured in ratio to a 1X ball which is meant to follow the chain of levers possibly using sidewalls to prevent the ball from escaping. The balls must be tall and lightweight but with the correct amount of mass and the levers must hinge solidly and with correct blocking at the top and bottom of motion. The counterweights must also be solidly attached with the correct amount of mass of about 2X the mass of the ball or perhaps slightly more depending on the structural mass of the lever. Remember the levers must be very shallow so that the momentum combined with the relatively high altitude of the midpoint of the ball allows the ball to press on the next shallow upward-and-downward hinged lever in this case moving inwards from the tip along each lever and deflecting. The energy from the counterweight because of the counterweight’s mass combined with the angle of the panel at the beginning of the lever is designed to keep the ball moving and even accelerating up to a certain speed as the ball is directed by the deflecting panels along the course around the levers. Since this is designed to function like a perpetual motion machine if built successfully it could be worth $1000000. …,Nathan Coppedge,https://www.quora.com/profile/Nathan-Coppedge
How can I have a successful debate with an atheist?,https://www.quora.com/How-can-I-have-a-successful-debate-with-an-atheist?no_redirect=1,,I think that the most important thing in any debate is just mutual respect. So to have a successful debate with someone whose views are diametrically opposed to your own you must be sure that despite disagreeing you both respect each other’s rights to hold those beliefs and to continue holding them after the debate. This also comes with an acceptance of the fact that the end goal of this debate should not be to change each others’ minds (as it’s probably unlikely that a discussion or debate will shift a person’s entire view of the world). Rather the goal should probably shift to understaContinue ReadingI think that the most important thing in any debate is just mutual respect. So to have a successful debate with someone whose views are diametrically opposed to your own you must be sure that despite disagreeing you both respect each other’s rights to hold those beliefs and to continue holding them after the debate. This also comes with an acceptance of the fact that the end goal of this debate should not be to change each others’ minds (as it’s probably unlikely that a discussion or debate will shift a person’s entire view of the world). Rather the goal should probably shift to understanding one another better and properly explaining to each other why it is you hold the beliefs that you do. A “successful” debate does not have to mean conversion or loss of faith. A “successful” debate can be one that you both leave with a greater understanding of each other’s belief system. Here is a debate featuring a theist and an atheist in which both respect the other’s identities and beliefs. DEBATE: Christianity is a consistent Belief system when understood in its True form much more so than Atheism. | QallOut The most important thing really is to remember that a debate’s value is not inherently in proving someone wrong but rather mutual respect and understanding.,Cassandra Cervi,https://www.quora.com/profile/Cassandra-Cervi
When did the Jews build the first synagogues before the Romans destroyed the Temple of Jerusalem or after its destruction?,https://www.quora.com/When-did-the-Jews-build-the-first-synagogues-before-the-Romans-destroyed-the-Temple-of-Jerusalem-or-after-its-destruction,,Before. Synagogues were part of a broad-based movement to democratize holiness. Not only the priests and Levites operating in ritual purity in the Temple could serve God with their everyday actions (said this movement). Ordinary Jews could eat in a holy way and offer prayer and study not just sacrifices to God. This movement was led by the Pharisees who were slandered shamelessly by the Christian gospel writers. After the destruction of the Temple synagogue-based rabbinic Judaism became the basis for all Judaism today.,Dennis Fischman,https://www.quora.com/profile/Dennis-Fischman
RelatedWhat does Goddess Kali have to do with Doomsday? Does she signal/call upon it?,https://www.quora.com/What-does-Goddess-Kali-have-to-do-with-Doomsday-Does-she-signal-call-upon-it,,We don’t have a “doomsday”. Kali does not signal/call upon anything. Kali represents the fierce form of the mother goddess who terrifies the wicked. The creation has three phases which cycle over and over: creation expansion/contraction dissolution. These periods span billions of years not a “one time” “doomsday” culmination event.,Satya Vaan,https://www.quora.com/profile/Satya-Vaan
